         0        32   4.49298
         0        33
         0        34
         0        35   2.80431
         0        36
         0        37   4.49298
         0        38   2.80431
         0        39
         0        40   4.82528   2.75538
         0        41
         0        42
         0        43
         0        44
         0        45   4.82528   2.75538
         0        46
         0        47
         0        48
         0        49
         0        50
         0        51   3.89165
         0        52
         0        53
         0        54   3.89165
         0        55
         0        56
         0        57
         0        58
         0        59   4.30484   3.45467
         0        60
         0        61
         0        62   4.30484   3.45467
         0        63
         0        64   2.65378   4.31302
         0        65   4.26623
         0        66
         0        67
         0        68
         0        69
         0        70   4.98207   4.98207
         0        71
         0        72   3.20183   2.77247
         0        73
         0        74
         0        75
         1        32
         1        33   4.49298
         1        34   2.80431
         1        35
         1        36   4.49298
         1        37
         1        38
         1        39   2.80431
         1        40
         1        41   2.75538   4.82528
         1        42
         1        43
         1        44   2.75538   4.82528
         1        45
         1        46
         1        47
         1        48
         1        49
         1        50   3.89165
         1        51
         1        52
         1        53
         1        54
         1        55   3.89165
         1        56
         1        57
         1        58   3.45467   4.30484
         1        59
         1        60
         1        61
         1        62
         1        63   3.45467   4.30484
         1        64   4.26623
         1        65   4.31302   2.65378
         1        66
         1        67
         1        68
         1        69
         1        70
         1        71   4.98207   4.98207
         1        72
         1        73   2.77247   3.20183
         1        74
         1        75
         2        32
         2        33   2.80431
         2        34   4.49298
         2        35
         2        36   2.80431
         2        37
         2        38
         2        39   4.49298
         2        40
         2        41
         2        42   2.75538   4.82528
         2        43
         2        44
         2        45
         2        46
         2        47   2.75538   4.82528
         2        48
         2        49   3.89165
         2        50
         2        51
         2        52   3.89165
         2        53
         2        54
         2        55
         2        56
         2        57   3.45467   4.30484
         2        58
         2        59
         2        60   3.45467   4.30484
         2        61
         2        62
         2        63
         2        64
         2        65
         2        66   4.31302   2.65378
         2        67   4.26623
         2        68   4.98207   4.98207
         2        69
         2        70
         2        71
         2        72
         2        73
         2        74   2.77247   3.20183
         2        75
         3        32   2.80431
         3        33
         3        34
         3        35   4.49298
         3        36
         3        37   2.80431
         3        38   4.49298
         3        39
         3        40
         3        41
         3        42
         3        43   4.82528   2.75538
         3        44
         3        45
         3        46   4.82528   2.75538
         3        47
         3        48   3.89165
         3        49
         3        50
         3        51
         3        52
         3        53   3.89165
         3        54
         3        55
         3        56   4.30484   3.45467
         3        57
         3        58
         3        59
         3        60
         3        61   4.30484   3.45467
         3        62
         3        63
         3        64
         3        65
         3        66   4.26623
         3        67   2.65378   4.31302
         3        68
         3        69   4.98207   4.98207
         3        70
         3        71
         3        72
         3        73
         3        74
         3        75   3.20183   2.77247
         4        32   2.75396
         4        33
         4        34
         4        35   4.29969   4.73200
         4        36
         4        37   2.75396
         4        38   4.29969   4.73200
         4        39
         4        40
         4        41
         4        42
         4        43   4.93242   4.46169
         4        44
         4        45
         4        46   4.93242   4.46169
         4        47
         4        48   2.79645
         4        49
         4        50
         4        51
         4        52
         4        53   2.79645
         4        54
         4        55
         4        56   2.68305   3.44543
         4        57
         4        58
         4        59
         4        60
         4        61   2.68305   3.44543
         4        62
         4        63
         4        64
         4        65
         4        66
         4        67
         4        68   4.94317
         4        69   3.79043   3.14082
         4        70
         4        71
         4        72   3.35998
         4        73
         4        74
         4        75   4.92234   4.92234
         5        32
         5        33   2.75396
         5        34   4.73200   4.29969
         5        35
         5        36   2.75396
         5        37
         5        38
         5        39   4.73200   4.29969
         5        40
         5        41
         5        42   4.46169   4.93242
         5        43
         5        44
         5        45
         5        46
         5        47   4.46169   4.93242
         5        48
         5        49   2.79645
         5        50
         5        51
         5        52   2.79645
         5        53
         5        54
         5        55
         5        56
         5        57   3.44543   2.68305
         5        58
         5        59
         5        60   3.44543   2.68305
         5        61
         5        62
         5        63
         5        64
         5        65
         5        66
         5        67
         5        68   3.14082   3.79043
         5        69   4.94317
         5        70
         5        71
         5        72
         5        73   3.35998
         5        74   4.92234   4.92234
         5        75
         6        32
         6        33   4.73200   4.29969
         6        34   2.75396
         6        35
         6        36   4.73200   4.29969
         6        37
         6        38
         6        39   2.75396
         6        40
         6        41   4.46169   4.93242
         6        42
         6        43
         6        44   4.46169   4.93242
         6        45
         6        46
         6        47
         6        48
         6        49
         6        50   2.79645
         6        51
         6        52
         6        53
         6        54
         6        55   2.79645
         6        56
         6        57
         6        58   3.44543   2.68305
         6        59
         6        60
         6        61
         6        62
         6        63   3.44543   2.68305
         6        64
         6        65
         6        66
         6        67
         6        68
         6        69
         6        70   4.94317
         6        71   3.14082   3.79043
         6        72
         6        73   4.92234   4.92234
         6        74   3.35998
         6        75
         7        32   4.29969   4.73200
         7        33
         7        34
         7        35   2.75396
         7        36
         7        37   4.29969   4.73200
         7        38   2.75396
         7        39
         7        40   4.93242   4.46169
         7        41
         7        42
         7        43
         7        44
         7        45   4.93242   4.46169
         7        46
         7        47
         7        48
         7        49
         7        50
         7        51   2.79645
         7        52
         7        53
         7        54   2.79645
         7        55
         7        56
         7        57
         7        58
         7        59   2.68305   3.44543
         7        60
         7        61
         7        62   2.68305   3.44543
         7        63
         7        64
         7        65
         7        66
         7        67
         7        68
         7        69
         7        70   3.79043   3.14082
         7        71   4.94317
         7        72   4.92234   4.92234
         7        73
         7        74
         7        75   3.35998
         8        32
         8        33
         8        34
         8        35
         8        36
         8        37
         8        38
         8        39
         8        40   2.01511   4.61218
         8        41   4.61218   2.01511
         8        42
         8        43
         8        44   4.61218   2.01511
         8        45   2.01511   4.61218
         8        46
         8        47
         8        48
         8        49
         8        50   3.70374   4.65725
         8        51   4.65725   3.70374
         8        52
         8        53
         8        54   4.65725   3.70374
         8        55   3.70374   4.65725
         8        56
         8        57
         8        58   4.54119
         8        59   4.54119
         8        60
         8        61
         8        62   4.54119
         8        63   4.54119
         8        64   3.62826   1.98522
         8        65   1.98522   3.62826
         8        66
         8        67
         8        68
         8        69
         8        70   4.71941   4.71941
         8        71   4.71941   4.71941
         8        72   4.72507
         8        73   4.72507
         8        74
         8        75
         9        32
         9        33
         9        34
         9        35
         9        36
         9        37
         9        38
         9        39
         9        40
         9        41
         9        42   4.61218   2.01511
         9        43   2.01511   4.61218
         9        44
         9        45
         9        46   2.01511   4.61218
         9        47   4.61218   2.01511
         9        48   4.65725   3.70374
         9        49   3.70374   4.65725
         9        50
         9        51
         9        52   3.70374   4.65725
         9        53   4.65725   3.70374
         9        54
         9        55
         9        56   4.54119
         9        57   4.54119
         9        58
         9        59
         9        60   4.54119
         9        61   4.54119
         9        62
         9        63
         9        64
         9        65
         9        66   1.98522   3.62826
         9        67   3.62826   1.98522
         9        68   4.71941   4.71941
         9        69   4.71941   4.71941
         9        70
         9        71
         9        72
         9        73
         9        74   4.72507
         9        75   4.72507
        10        32
        10        33
        10        34
        10        35
        10        36
        10        37
        10        38
        10        39
        10        40   4.79015   3.64889
        10        41   3.64889   4.79015
        10        42
        10        43
        10        44   3.64889   4.79015
        10        45   4.79015   3.64889
        10        46
        10        47
        10        48
        10        49
        10        50   4.78550   2.00762
        10        51   2.00762   4.78550
        10        52
        10        53
        10        54   2.00762   4.78550
        10        55   4.78550   2.00762
        10        56
        10        57
        10        58   4.65515   4.71246
        10        59   4.71246   4.65515
        10        60
        10        61
        10        62   4.71246   4.65515
        10        63   4.65515   4.71246
