         0         4   3.72539   4.73413   4.53295   2.01905
         0         5   4.49332   3.93020   4.86379   3.22815   4.31636
         0         6   4.73413   2.01905   4.53295   3.72539
         0         7   4.86379   3.93020   4.31636   3.22815   4.49332
         0         8   3.99749   4.89161   2.08130   3.49482
         0         9   4.04392   4.63371   2.16154   4.30257
         0        10   3.49482   2.08130   4.89161   3.99749
         0        11   2.16154   4.63371   4.30257   4.04392
         1         4   4.49332   3.22815   4.31636   3.93020   4.86379
         1         5   3.72539   4.53295   2.01905   4.73413
         1         6   4.31636   3.22815   4.86379   3.93020   4.49332
         1         7   2.01905   4.53295   4.73413   3.72539
         1         8   4.04392   4.30257   4.63371   2.16154
         1         9   3.99749   4.89161   2.08130   3.49482
         1        10   4.30257   2.16154   4.63371   4.04392
         1        11   3.49482   2.08130   4.89161   3.99749
         2         4   2.00065   3.49936   4.10178
         2         5   4.31193   4.56052   2.08811   4.14117
         2         6   4.10178   3.49936   2.00065
         2         7   4.14117   4.31193   2.08811   4.56052
         2         8   4.50996   1.89043   4.75423   3.80574
         2         9   3.22207   4.27746   3.87487   4.78849   4.61786
         2        10   3.80574   1.89043   4.50996   4.75423
         2        11   4.61786   4.27746   3.22207   4.78849   3.87487
         3         4   4.56052   2.08811   4.31193   4.14117
         3         5   2.00065   3.49936   4.10178
         3         6   4.14117   2.08811   4.56052   4.31193
         3         7   4.10178   3.49936   2.00065
         3         8   3.87487   4.78849   3.22207   4.27746   4.61786
         3         9   4.75423   4.50996   1.89043   3.80574
         3        10   4.61786   4.78849   3.87487   4.27746   3.22207
         3        11   3.80574   4.75423   1.89043   4.50996
         4         0   2.01905   4.53295   4.73413   3.72539
         4         1   4.86379   3.93020   4.31636   3.22815   4.49332
         4         2   4.10178   3.49936   2.00065
         4         3   4.14117   4.31193   2.08811   4.56052
         5         0   4.31636   3.22815   4.86379   3.93020   4.49332
         5         1   4.73413   2.01905   4.53295   3.72539
         5         2   4.14117   2.08811   4.56052   4.31193
         5         3   4.10178   3.49936   2.00065
         6         0   3.72539   4.53295   2.01905   4.73413
         6         1   4.49332   3.93020   4.86379   3.22815   4.31636
         6         2   2.00065   3.49936   4.10178
         6         3   4.31193   4.56052   2.08811   4.14117
         7         0   4.49332   3.22815   4.31636   3.93020   4.86379
         7         1   3.72539   4.73413   4.53295   2.01905
         7         2   4.56052   2.08811   4.31193   4.14117
         7         3   2.00065   3.49936   4.10178
         8         0   3.49482   2.08130   4.89161   3.99749
         8         1   2.16154   4.63371   4.30257   4.04392
         8         2   3.80574   4.75423   1.89043   4.50996
         8         3   4.61786   4.27746   3.22207   4.78849   3.87487
         9         0   4.30257   2.16154   4.63371   4.04392
         9         1   3.49482   2.08130   4.89161   3.99749
         9         2   4.61786   4.78849   3.87487   4.27746   3.22207
         9         3   3.80574   1.89043   4.50996   4.75423
        10         0   3.99749   4.89161   2.08130   3.49482
        10         1   4.04392   4.63371   2.16154   4.30257
        10         2   4.75423   4.50996   1.89043   3.80574
        10         3   3.22207   4.27746   3.87487   4.78849   4.61786
        11         0   4.04392   4.30257   4.63371   2.16154
        11         1   3.99749   4.89161   2.08130   3.49482
        11         2   3.87487   4.78849   3.22207   4.27746   4.61786
        11         3   4.50996   1.89043   4.75423   3.80574
