         0         6   3.71685   4.48932   3.14043
         0         7   4.93206   4.28600   3.04863   3.95387
         0         8   4.97853   2.18480   4.91331
         0         9   3.95387   3.04863   4.28600   4.93206
         0        10   4.91331   2.18480   4.97853
         0        11   3.14043   4.48932   3.71685
         0        12   3.14425   3.14425   3.14425
         0        13   3.14425   3.14425   3.14425
         1         6   1.78152   4.74774   4.60743
         1         7   4.08385   3.91984   2.50789
         1         8   4.44899   3.08251   3.06679
         1         9   2.50789   3.91984   4.08385
         1        10   3.06679   3.08251   4.44899
         1        11   4.60743   4.74774   1.78152
         1        12   4.34514   4.34514   3.39771
         1        13   3.39771   4.34514   4.34514
         2         6   3.71325   1.86992   4.46409
         2         7   4.97804   3.96299   1.57412   4.80221
         2         8   2.09641   4.69493   4.87465   3.42794
         2         9   4.00845   3.30458
         2        10   4.28210   4.26267   4.56880   4.07969
         2        11   4.95619   3.71469   3.73654   4.92477
         2        12   4.79591   4.79591   1.85320
         2        13   3.15539   3.15539   4.47761
         3         6   4.15798   4.63745   4.19515   4.21335
         3         7   4.82938   3.77456   3.67192   4.98491
         3         8   3.34750   3.96884
         3         9   3.43379   4.56799   2.10596
         3        10   4.58954   1.84833   3.70243
         3        11   4.67817   1.58682   3.96805
         3        12   1.85320   4.79591   4.79591
         3        13   4.08471   4.08471   2.56755
         4         6   4.92477   3.73654   3.71469   4.95619
         4         7   3.30458   4.00845
         4         8   4.07969   4.56880   4.26267   4.28210
         4         9   4.80221   1.57412   3.96299   4.97804
         4        10   3.42794   4.87465   4.69493   2.09641
         4        11   4.46409   1.86992   3.71325
         4        12   4.47761   3.15539   3.15539
         4        13   1.85320   4.79591   4.79591
         5         6   3.96805   1.58682   4.67817
         5         7   2.10596   4.56799   3.43379
         5         8   3.70243   1.84833   4.58954
         5         9   4.98491   3.67192   3.77456   4.82938
         5        10   3.96884   3.34750
         5        11   4.21335   4.19515   4.63745   4.15798
         5        12   2.56755   4.08471   4.08471
         5        13   4.79591   4.79591   1.85320
         6         0   3.14043   4.48932   3.71685
         6         1   4.60743   4.74774   1.78152
         6         2   4.46409   1.86992   3.71325
         6         3   4.21335   4.19515   4.63745   4.15798
         6         4   4.95619   3.71469   3.73654   4.92477
         6         5   4.67817   1.58682   3.96805
         7         0   3.95387   3.04863   4.28600   4.93206
         7         1   2.50789   3.91984   4.08385
         7         2   4.80221   1.57412   3.96299   4.97804
         7         3   4.98491   3.67192   3.77456   4.82938
         7         4   4.00845   3.30458
         7         5   3.43379   4.56799   2.10596
         8         0   4.91331   2.18480   4.97853
         8         1   3.06679   3.08251   4.44899
         8         2   3.42794   4.87465   4.69493   2.09641
         8         3   3.96884   3.34750
         8         4   4.28210   4.26267   4.56880   4.07969
         8         5   4.58954   1.84833   3.70243
         9         0   4.93206   4.28600   3.04863   3.95387
         9         1   4.08385   3.91984   2.50789
         9         2   3.30458   4.00845
         9         3   2.10596   4.56799   3.43379
         9         4   4.97804   3.96299   1.57412   4.80221
         9         5   4.82938   3.77456   3.67192   4.98491
        10         0   4.97853   2.18480   4.91331
        10         1   4.44899   3.08251   3.06679
        10         2   4.07969   4.56880   4.26267   4.28210
        10         3   3.70243   1.84833   4.58954
        10         4   2.09641   4.69493   4.87465   3.42794
        10         5   3.34750   3.96884
        11         0   3.71685   4.48932   3.14043
        11         1   1.78152   4.74774   4.60743
        11         2   4.92477   3.73654   3.71469   4.95619
        11         3   3.96805   1.58682   4.67817
        11         4   3.71325   1.86992   4.46409
        11         5   4.15798   4.63745   4.19515   4.21335
        12         0   3.14425   3.14425   3.14425
        12         1   3.39771   4.34514   4.34514
        12         2   1.85320   4.79591   4.79591
        12         3   4.79591   4.79591   1.85320
        12         4   3.15539   3.15539   4.47761
        12         5   4.08471   4.08471   2.56755
        13         0   3.14425   3.14425   3.14425
        13         1   4.34514   4.34514   3.39771
        13         2   4.47761   3.15539   3.15539
        13         3   2.56755   4.08471   4.08471
        13         4   4.79591   4.79591   1.85320
        13         5   1.85320   4.79591   4.79591
