 8.32  0  0  5.09453068445299e-16  8.32  0  5.09453068445299e-16  0.0  8.32 
5
0 24  3.120000000000001  7.28  7.28 
0 25  3.12  1.04  1.04 
0 26  1.0400000000000007  7.28  5.2 
0 27  1.0400000000000003  1.04  3.12 
0 28  3.1200000000000006  3.12  7.28 
0 29  3.1200000000000006  1.04  5.2 
0 30  1.0400000000000005  3.12  5.2 
0 31  1.0400000000000005  1.04  7.28 
0 32  3.12  3.12  3.12 
0 33  3.120000000000001  5.2  5.2 
0 34  1.0400000000000003  3.12  1.04 
0 35  1.0400000000000007  5.2  7.28 
0 36  3.1200000000000006  7.28  3.12 
0 37  3.1200000000000006  5.2  1.04 
0 38  1.0400000000000005  7.28  1.04 
0 39  1.0400000000000005  5.2  3.12 
0 40  7.280000000000001  7.28  3.12 
0 41  7.28  1.04  5.2 
0 42  5.200000000000001  7.28  1.04 
0 43  5.200000000000001  1.04  7.28 
0 44  7.28  3.12  3.12 
0 45  7.28  1.04  1.04 
0 46  5.2  3.12  1.04 
0 47  5.2  1.04  3.12 
0 48  7.280000000000001  3.12  7.28 
0 49  7.28  5.2  1.04 
0 50  5.2  3.12  5.2 
0 51  5.2  5.2  3.12 
0 52  7.280000000000002  7.28  7.28 
0 53  7.28  5.2  5.2 
0 54  5.200000000000001  7.28  5.2 
0 55  5.200000000000001  5.2  7.28 
1 24  1.04  1.04  1.04 
1 25  1.0399999999999991  -5.2  -5.2 
1 26  -1.0400000000000003  1.04  -1.04 
1 27  -1.0400000000000007  -5.2  -3.12 
1 28  1.0399999999999996  -3.12  1.04 
1 29  1.0399999999999996  -5.2  -1.04 
1 30  -1.0400000000000005  -3.12  -1.04 
1 31  -1.0400000000000005  -5.2  1.04 
1 32  1.0399999999999991  -3.12  -3.12 
1 33  1.04  -1.04  -1.04 
1 34  -1.0400000000000007  -3.12  -5.2 
1 35  -1.0400000000000003  -1.04  1.04 
1 36  1.0399999999999996  1.04  -3.12 
1 37  1.0399999999999996  -1.04  -5.2 
1 38  -1.0400000000000005  1.04  -5.2 
1 39  -1.0400000000000005  -1.04  -3.12 
1 40  5.2  1.04  -3.12 
1 41  5.199999999999999  -5.2  -1.04 
1 42  3.12  1.04  -5.2 
1 43  3.12  -5.2  1.04 
1 44  5.199999999999999  -3.12  -3.12 
1 45  5.199999999999999  -5.2  -5.2 
1 46  3.119999999999999  -3.12  -5.2 
1 47  3.119999999999999  -5.2  -3.12 
1 48  5.2  -3.12  1.04 
1 49  5.199999999999999  -1.04  -5.2 
1 50  3.119999999999999  -3.12  -1.04 
1 51  3.119999999999999  -1.04  -3.12 
1 52  5.200000000000001  1.04  1.04 
1 53  5.199999999999999  -1.04  -1.04 
1 54  3.12  1.04  -1.04 
1 55  3.12  -1.04  1.04 
2 24  3.1200000000000006  3.12  3.12 
2 25  3.1199999999999997  -3.12  -3.12 
2 26  1.0400000000000003  3.12  1.04 
2 27  1.0399999999999998  -3.12  -1.04 
2 28  3.12  -1.04  3.12 
2 29  3.12  -3.12  1.04 
2 30  1.04  -1.04  1.04 
2 31  1.04  -3.12  3.12 
2 32  3.1199999999999997  -1.04  -1.04 
2 33  3.1200000000000006  1.04  1.04 
2 34  1.0399999999999998  -1.04  -3.12 
2 35  1.0400000000000003  1.04  3.12 
2 36  3.12  3.12  -1.04 
2 37  3.12  1.04  -3.12 
2 38  1.04  3.12  -3.12 
2 39  1.04  1.04  -1.04 
2 40  7.28  3.12  -1.04 
2 41  7.279999999999999  -3.12  1.04 
2 42  5.2  3.12  -3.12 
2 43  5.2  -3.12  3.12 
2 44  7.279999999999999  -1.04  -1.04 
2 45  7.279999999999999  -3.12  -3.12 
2 46  5.199999999999999  -1.04  -3.12 
2 47  5.199999999999999  -3.12  -1.04 
2 48  7.28  -1.04  3.12 
2 49  7.279999999999999  1.04  -3.12 
2 50  5.199999999999999  -1.04  1.04 
2 51  5.199999999999999  1.04  -1.04 
2 52  7.280000000000001  3.12  3.12 
2 53  7.279999999999999  1.04  1.04 
2 54  5.2  3.12  1.04 
2 55  5.2  1.04  3.12 
3 24  1.040000000000001  5.2  5.2 
3 25  1.04  -1.04  -1.04 
3 26  -1.0399999999999994  5.2  3.12 
3 27  -1.0399999999999998  -1.04  1.04 
3 28  1.0400000000000005  1.04  5.2 
3 29  1.0400000000000005  -1.04  3.12 
3 30  -1.0399999999999996  1.04  3.12 
3 31  -1.0399999999999996  -1.04  5.2 
3 32  1.04  1.04  1.04 
3 33  1.040000000000001  3.12  3.12 
3 34  -1.0399999999999998  1.04  -1.04 
3 35  -1.0399999999999994  3.12  5.2 
3 36  1.0400000000000005  5.2  1.04 
3 37  1.0400000000000005  3.12  -1.04 
3 38  -1.0399999999999996  5.2  -1.04 
3 39  -1.0399999999999996  3.12  1.04 
3 40  5.200000000000001  5.2  1.04 
3 41  5.2  -1.04  3.12 
3 42  3.120000000000001  5.2  -1.04 
3 43  3.120000000000001  -1.04  5.2 
3 44  5.2  1.04  1.04 
3 45  5.2  -1.04  -1.04 
3 46  3.12  1.04  -1.04 
3 47  3.12  -1.04  1.04 
3 48  5.200000000000001  1.04  5.2 
3 49  5.2  3.12  -1.04 
3 50  3.12  1.04  3.12 
3 51  3.12  3.12  1.04 
3 52  5.200000000000002  5.2  5.2 
3 53  5.2  3.12  3.12 
3 54  3.120000000000001  5.2  3.12 
3 55  3.120000000000001  3.12  5.2 
4 24  -1.0399999999999991  7.28  3.12 
4 25  -1.04  1.04  -3.12 
4 26  -3.119999999999999  7.28  1.04 
4 27  -3.12  1.04  -1.04 
4 28  -1.0399999999999996  3.12  3.12 
4 29  -1.0399999999999996  1.04  1.04 
4 30  -3.1199999999999997  3.12  1.04 
4 31  -3.1199999999999997  1.04  3.12 
4 32  -1.04  3.12  -1.04 
4 33  -1.0399999999999991  5.2  1.04 
4 34  -3.12  3.12  -3.12 
4 35  -3.119999999999999  5.2  3.12 
4 36  -1.0399999999999996  7.28  -1.04 
4 37  -1.0399999999999996  5.2  -3.12 
4 38  -3.1199999999999997  7.28  -3.12 
4 39  -3.1199999999999997  5.2  -1.04 
4 40  3.120000000000001  7.28  -1.04 
4 41  3.12  1.04  1.04 
4 42  1.040000000000001  7.28  -3.12 
4 43  1.040000000000001  1.04  3.12 
4 44  3.12  3.12  -1.04 
4 45  3.12  1.04  -3.12 
4 46  1.04  3.12  -3.12 
4 47  1.04  1.04  -1.04 
4 48  3.120000000000001  3.12  3.12 
4 49  3.12  5.2  -3.12 
4 50  1.04  3.12  1.04 
4 51  1.04  5.2  -1.04 
4 52  3.120000000000002  7.28  3.12 
4 53  3.12  5.2  1.04 
4 54  1.040000000000001  7.28  1.04 
4 55  1.040000000000001  5.2  3.12 
5 24  -3.119999999999999  1.04  5.2 
5 25  -3.12  -5.2  -1.04 
5 26  -5.199999999999999  1.04  3.12 
5 27  -5.2  -5.2  1.04 
5 28  -3.1199999999999997  -3.12  5.2 
5 29  -3.1199999999999997  -5.2  3.12 
5 30  -5.199999999999999  -3.12  3.12 
5 31  -5.199999999999999  -5.2  5.2 
5 32  -3.12  -3.12  1.04 
5 33  -3.119999999999999  -1.04  3.12 
5 34  -5.2  -3.12  -1.04 
5 35  -5.199999999999999  -1.04  5.2 
5 36  -3.1199999999999997  1.04  1.04 
5 37  -3.1199999999999997  -1.04  -1.04 
5 38  -5.199999999999999  1.04  -1.04 
5 39  -5.199999999999999  -1.04  1.04 
5 40  1.040000000000001  1.04  1.04 
5 41  1.04  -5.2  3.12 
5 42  -1.0399999999999991  1.04  -1.04 
5 43  -1.0399999999999991  -5.2  5.2 
5 44  1.04  -3.12  1.04 
5 45  1.04  -5.2  -1.04 
5 46  -1.04  -3.12  -1.04 
5 47  -1.04  -5.2  1.04 
5 48  1.040000000000001  -3.12  5.2 
5 49  1.04  -1.04  -1.04 
5 50  -1.04  -3.12  3.12 
5 51  -1.04  -1.04  1.04 
5 52  1.0400000000000018  1.04  5.2 
5 53  1.04  -1.04  3.12 
5 54  -1.0399999999999991  1.04  3.12 
5 55  -1.0399999999999991  -1.04  5.2 
6 24  -1.0399999999999991  3.12  7.28 
6 25  -1.04  -3.12  1.04 
6 26  -3.119999999999999  3.12  5.2 
6 27  -3.12  -3.12  3.12 
6 28  -1.0399999999999996  -1.04  7.28 
6 29  -1.0399999999999996  -3.12  5.2 
6 30  -3.1199999999999997  -1.04  5.2 
6 31  -3.1199999999999997  -3.12  7.28 
6 32  -1.04  -1.04  3.12 
6 33  -1.0399999999999991  1.04  5.2 
6 34  -3.12  -1.04  1.04 
6 35  -3.119999999999999  1.04  7.28 
6 36  -1.0399999999999996  3.12  3.12 
6 37  -1.0399999999999996  1.04  1.04 
6 38  -3.1199999999999997  3.12  1.04 
6 39  -3.1199999999999997  1.04  3.12 
6 40  3.120000000000001  3.12  3.12 
6 41  3.12  -3.12  5.2 
6 42  1.040000000000001  3.12  1.04 
6 43  1.040000000000001  -3.12  7.28 
6 44  3.12  -1.04  3.12 
6 45  3.12  -3.12  1.04 
6 46  1.04  -1.04  1.04 
6 47  1.04  -3.12  3.12 
6 48  3.120000000000001  -1.04  7.28 
6 49  3.12  1.04  1.04 
6 50  1.04  -1.04  5.2 
6 51  1.04  1.04  3.12 
6 52  3.120000000000002  3.12  7.28 
6 53  3.12  1.04  5.2 
6 54  1.040000000000001  3.12  5.2 
6 55  1.040000000000001  1.04  7.28 
7 24  -3.119999999999999  5.2  1.04 
7 25  -3.12  -1.04  -5.2 
7 26  -5.199999999999999  5.2  -1.04 
7 27  -5.2  -1.04  -3.12 
7 28  -3.1199999999999997  1.04  1.04 
7 29  -3.1199999999999997  -1.04  -1.04 
7 30  -5.199999999999999  1.04  -1.04 
7 31  -5.199999999999999  -1.04  1.04 
