         0         4   4.88939   4.88939   4.88939   4.88939   2.18660   2.18660   4.88939   4.88939   4.88939   4.88939
         0         5   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939
         0         6   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939
         0         7   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730
         1         4   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939
         1         5   4.88939   4.88939   4.88939   4.88939   2.18660   2.18660   4.88939   4.88939   4.88939   4.88939
         1         6   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730
         1         7   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939
         2         4   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939
         2         5   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730
         2         6   4.88939   4.88939   4.88939   4.88939   2.18660   2.18660   4.88939   4.88939   4.88939   4.88939
         2         7   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939
         3         4   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730
         3         5   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939
         3         6   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939
         3         7   4.88939   4.88939   4.88939   4.88939   2.18660   2.18660   4.88939   4.88939   4.88939   4.88939
         4         0   4.88939   4.88939   4.88939   4.88939   2.18660   2.18660   4.88939   4.88939   4.88939   4.88939
         4         1   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939
         4         2   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939
         4         3   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730
         5         0   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939
         5         1   4.88939   4.88939   4.88939   4.88939   2.18660   2.18660   4.88939   4.88939   4.88939   4.88939
         5         2   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730
         5         3   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939
         6         0   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939
         6         1   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730
         6         2   4.88939   4.88939   4.88939   4.88939   2.18660   2.18660   4.88939   4.88939   4.88939   4.88939
         6         3   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939
         7         0   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730   3.78730
         7         1   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939
         7         2   4.88939   4.88939   4.88939   2.18660   4.88939   4.88939   2.18660   4.88939   4.88939   4.88939
         7         3   4.88939   4.88939   4.88939   4.88939   2.18660   2.18660   4.88939   4.88939   4.88939   4.88939
