         0         4   4.84332   4.84332   4.84332   4.84332   2.16600   2.16600   4.84332   4.84332   4.84332   4.84332
         0         5   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332
         0         6   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332
         0         7   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162
         1         4   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332
         1         5   4.84332   4.84332   4.84332   4.84332   2.16600   2.16600   4.84332   4.84332   4.84332   4.84332
         1         6   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162
         1         7   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332
         2         4   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332
         2         5   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162
         2         6   4.84332   4.84332   4.84332   4.84332   2.16600   2.16600   4.84332   4.84332   4.84332   4.84332
         2         7   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332
         3         4   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162
         3         5   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332
         3         6   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332
         3         7   4.84332   4.84332   4.84332   4.84332   2.16600   2.16600   4.84332   4.84332   4.84332   4.84332
         4         0   4.84332   4.84332   4.84332   4.84332   2.16600   2.16600   4.84332   4.84332   4.84332   4.84332
         4         1   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332
         4         2   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332
         4         3   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162
         5         0   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332
         5         1   4.84332   4.84332   4.84332   4.84332   2.16600   2.16600   4.84332   4.84332   4.84332   4.84332
         5         2   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162
         5         3   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332
         6         0   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332
         6         1   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162
         6         2   4.84332   4.84332   4.84332   4.84332   2.16600   2.16600   4.84332   4.84332   4.84332   4.84332
         6         3   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332
         7         0   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162   3.75162
         7         1   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332
         7         2   4.84332   4.84332   4.84332   2.16600   4.84332   4.84332   2.16600   4.84332   4.84332   4.84332
         7         3   4.84332   4.84332   4.84332   4.84332   2.16600   2.16600   4.84332   4.84332   4.84332   4.84332
