         0         6   3.14656   3.14656   3.14656
         0         7   3.14656   3.14656   3.14656
         0         8   3.60253   4.47678   3.12482
         0         9   4.22485   2.94974   3.97042
         0        10   2.10325   4.88355
         0        11   3.97042   2.94974   4.22485
         0        12   4.88355   2.10325
         0        13   3.12482   4.47678   3.60253
         1         6   4.35304   4.35304   3.40449
         1         7   3.40449   4.35304   4.35304
         1         8   1.83615   4.77461   4.71518
         1         9   4.05518   3.98504   2.59464
         1        10   4.45031   3.08677   3.17693
         1        11   2.59464   3.98504   4.05518
         1        12   3.17693   3.08677   4.45031
         1        13   4.71518   4.77461   1.83615
         2         6   4.80531   4.80531   1.82273
         2         7   3.14831   3.14832   4.45485
         2         8   3.69945   1.84633   4.51731
         2         9   4.94191   3.90821   1.60272   4.80863
         2        10   2.03883   4.72045   4.85616   3.46491
         2        11   3.91523   4.94747   3.46047
         2        12   4.22986   4.42001   4.43097   4.13612
         2        13   3.57301   3.83279   4.99674
         3         6   1.82273   4.80531   4.80531
         3         7   4.06626   4.06626   2.56916
         3         8   4.20506   4.49426   4.35693   4.16267
         3         9   4.91075   3.86874   3.53326
         3        10   3.50024   3.87900
         3        11   3.46935   4.97410   4.60269   2.04636
         3        12   4.63393   1.82959   3.69114
         3        13   4.69307   1.61229   3.91214
         4         6   4.45485   3.14832   3.14831
         4         7   1.82273   4.80531   4.80531
         4         8   4.99674   3.83279   3.57301
         4         9   3.46047   4.94747   3.91523
         4        10   4.13612   4.43097   4.42001   4.22986
         4        11   4.80863   1.60272   3.90821   4.94191
         4        12   3.46491   4.85616   4.72045   2.03883
         4        13   4.51731   1.84633   3.69945
         5         6   2.56916   4.06626   4.06626
         5         7   4.80531   4.80531   1.82273
         5         8   3.91214   1.61229   4.69307
         5         9   2.04636   4.60269   4.97410   3.46935
         5        10   3.69114   1.82959   4.63393
         5        11   3.53326   3.86874   4.91075
         5        12   3.87900   3.50024
         5        13   4.16267   4.35693   4.49426   4.20506
         6         0   3.14656   3.14656   3.14656
         6         1   3.40449   4.35304   4.35304
         6         2   1.82273   4.80531   4.80531
         6         3   4.80531   4.80531   1.82273
         6         4   3.14831   3.14832   4.45485
         6         5   4.06626   4.06626   2.56916
         7         0   3.14656   3.14656   3.14656
         7         1   4.35304   4.35304   3.40449
         7         2   4.45485   3.14832   3.14831
         7         3   2.56916   4.06626   4.06626
         7         4   4.80531   4.80531   1.82273
         7         5   1.82273   4.80531   4.80531
         8         0   3.12482   4.47678   3.60253
         8         1   4.71518   4.77461   1.83615
         8         2   4.51731   1.84633   3.69945
         8         3   4.16267   4.35693   4.49426   4.20506
         8         4   3.57301   3.83279   4.99674
         8         5   4.69307   1.61229   3.91214
         9         0   3.97042   2.94974   4.22485
         9         1   2.59464   3.98504   4.05518
         9         2   4.80863   1.60272   3.90821   4.94191
         9         3   3.53326   3.86874   4.91075
         9         4   3.91523   4.94747   3.46047
         9         5   3.46935   4.97410   4.60269   2.04636
        10         0   4.88355   2.10325
        10         1   3.17693   3.08677   4.45031
        10         2   3.46491   4.85616   4.72045   2.03883
        10         3   3.87900   3.50024
        10         4   4.22986   4.42001   4.43097   4.13612
        10         5   4.63393   1.82959   3.69114
        11         0   4.22485   2.94974   3.97042
        11         1   4.05518   3.98504   2.59464
        11         2   3.46047   4.94747   3.91523
        11         3   2.04636   4.60269   4.97410   3.46935
        11         4   4.94191   3.90821   1.60272   4.80863
        11         5   4.91075   3.86874   3.53326
        12         0   2.10325   4.88355
        12         1   4.45031   3.08677   3.17693
        12         2   4.13612   4.43097   4.42001   4.22986
        12         3   3.69114   1.82959   4.63393
        12         4   2.03883   4.72045   4.85616   3.46491
        12         5   3.50024   3.87900
        13         0   3.60253   4.47678   3.12482
        13         1   1.83615   4.77461   4.71518
        13         2   4.99674   3.83279   3.57301
        13         3   3.91214   1.61229   4.69307
        13         4   3.69945   1.84633   4.51731
        13         5   4.20506   4.49426   4.35693   4.16267
