         0         4   3.71102   4.76229   4.52943   2.00258
         0         5   4.99646   4.50253   3.90811   4.84446   3.25293   4.33324
         0         6   4.76229   2.00258   4.52943   3.71102
         0         7   4.84446   3.90811   4.33324   3.25293   4.99646   4.50253
         0         8   4.01026   4.90245   2.07213   3.47928
         0         9   4.07055   4.64758   2.17045   4.26891
         0        10   3.47928   2.07213   4.90245   4.01026
         0        11   2.17045   4.64758   4.26891   4.07055
         1         4   4.50253   4.99646   3.25293   4.33324   3.90811   4.84446
         1         5   3.71102   4.52943   2.00258   4.76229
         1         6   4.33324   3.25293   4.84446   3.90811   4.50253   4.99646
         1         7   2.00258   4.52943   4.76229   3.71102
         1         8   4.07055   4.26891   4.64758   2.17045
         1         9   4.01026   4.90245   2.07213   3.47928
         1        10   4.26891   2.17045   4.64758   4.07055
         1        11   3.47928   2.07213   4.90245   4.01026
         2         4   1.99093   3.49705   4.10305   4.99604
         2         5   4.28337   4.56988   2.10913   4.15327
         2         6   4.99604   4.10305   3.49705   1.99093
         2         7   4.15327   4.28337   2.10913   4.56988
         2         8   4.51270   1.88291   4.78556   3.77483
         2         9   3.25327   4.29716   3.85870   4.77193   4.62145
         2        10   3.77483   1.88291   4.51270   4.78556
         2        11   4.62145   4.29716   3.25327   4.77193   3.85870
         3         4   4.56988   2.10913   4.28337   4.15327
         3         5   1.99093   3.49705   4.10305   4.99604
         3         6   4.15327   2.10913   4.56988   4.28337
         3         7   4.99604   4.10305   3.49705   1.99093
         3         8   3.85870   4.77193   3.25327   4.29716   4.62145
         3         9   4.78556   4.51270   1.88291   3.77483
         3        10   4.62145   4.77193   3.85870   4.29716   3.25327
         3        11   3.77483   4.78556   1.88291   4.51270
         4         0   2.00258   4.52943   4.76229   3.71102
         4         1   4.84446   3.90811   4.33324   3.25293   4.99646   4.50253
         4         2   4.99604   4.10305   3.49705   1.99093
         4         3   4.15327   4.28337   2.10913   4.56988
         5         0   4.33324   3.25293   4.84446   3.90811   4.50253   4.99646
         5         1   4.76229   2.00258   4.52943   3.71102
         5         2   4.15327   2.10913   4.56988   4.28337
         5         3   4.99604   4.10305   3.49705   1.99093
         6         0   3.71102   4.52943   2.00258   4.76229
         6         1   4.99646   4.50253   3.90811   4.84446   3.25293   4.33324
         6         2   1.99093   3.49705   4.10305   4.99604
         6         3   4.28337   4.56988   2.10913   4.15327
         7         0   4.50253   4.99646   3.25293   4.33324   3.90811   4.84446
         7         1   3.71102   4.76229   4.52943   2.00258
         7         2   4.56988   2.10913   4.28337   4.15327
         7         3   1.99093   3.49705   4.10305   4.99604
         8         0   3.47928   2.07213   4.90245   4.01026
         8         1   2.17045   4.64758   4.26891   4.07055
         8         2   3.77483   4.78556   1.88291   4.51270
         8         3   4.62145   4.29716   3.25327   4.77193   3.85870
         9         0   4.26891   2.17045   4.64758   4.07055
         9         1   3.47928   2.07213   4.90245   4.01026
         9         2   4.62145   4.77193   3.85870   4.29716   3.25327
         9         3   3.77483   1.88291   4.51270   4.78556
        10         0   4.01026   4.90245   2.07213   3.47928
        10         1   4.07055   4.64758   2.17045   4.26891
        10         2   4.78556   4.51270   1.88291   3.77483
        10         3   3.25327   4.29716   3.85870   4.77193   4.62145
        11         0   4.07055   4.26891   4.64758   2.17045
        11         1   4.01026   4.90245   2.07213   3.47928
        11         2   3.85870   4.77193   3.25327   4.29716   4.62145
        11         3   4.51270   1.88291   4.78556   3.77483
