         0         4   2.77586   2.77586   2.77586   2.77586
         0         5   4.98701   4.98701   3.08470   3.08470   4.98701   4.98701
         0         6   4.98701   4.98701   3.08470   3.08470   4.98701   4.98701
         0         7   4.99039   3.07200   4.99039   4.99039   3.07200   4.99039
         0         8   4.99039   3.07200   4.99039   4.99039   3.07200   4.99039
         1         4   4.69051   4.69051   4.69051   4.69051   4.69051   4.69051   4.69051   4.69051
         1         5   4.60364   4.60364   2.41632   2.41632   4.60364   4.60364
         1         6   4.60364   4.60364   2.41632   2.41632   4.60364   4.60364
         1         7   4.61598   2.41670   4.61598   4.61598   2.41670   4.61598
         1         8   4.61598   2.41670   4.61598   4.61598   2.41670   4.61598
         2         4   4.39847   4.41118   1.99792   4.41118   4.39847
         2         5   4.41010   1.99554   4.41010   4.41010   1.99554   4.41010
         2         6   3.74129   4.79332   3.74129   4.79332
         2         7   4.39967   4.39967   2.00057   2.00057   4.39967   4.39967
         2         8   3.75404   4.78659   3.75404   4.78659
         3         4   4.39847   4.41118   1.99792   4.41118   4.39847
         3         5   4.79332   3.74129   4.79332   3.74129
         3         6   4.41010   1.99554   4.41010   4.41010   1.99554   4.41010
         3         7   4.78659   3.75404   4.78659   3.75404
         3         8   4.39967   4.39967   2.00057   2.00057   4.39967   4.39967
         4         0   2.77586   2.77586   2.77586   2.77586
         4         1   4.69051   4.69051   4.69051   4.69051   4.69051   4.69051   4.69051   4.69051
         4         2   4.39847   4.41118   1.99792   4.41118   4.39847
         4         3   4.39847   4.41118   1.99792   4.41118   4.39847
         5         0   4.98701   4.98701   3.08470   3.08470   4.98701   4.98701
         5         1   4.60364   4.60364   2.41632   2.41632   4.60364   4.60364
         5         2   4.41010   1.99554   4.41010   4.41010   1.99554   4.41010
         5         3   3.74129   4.79332   3.74129   4.79332
         6         0   4.98701   4.98701   3.08470   3.08470   4.98701   4.98701
         6         1   4.60364   4.60364   2.41632   2.41632   4.60364   4.60364
         6         2   4.79332   3.74129   4.79332   3.74129
         6         3   4.41010   1.99554   4.41010   4.41010   1.99554   4.41010
         7         0   4.99039   3.07200   4.99039   4.99039   3.07200   4.99039
         7         1   4.61598   2.41670   4.61598   4.61598   2.41670   4.61598
         7         2   4.39967   4.39967   2.00057   2.00057   4.39967   4.39967
         7         3   3.75404   4.78659   3.75404   4.78659
         8         0   4.99039   3.07200   4.99039   4.99039   3.07200   4.99039
         8         1   4.61598   2.41670   4.61598   4.61598   2.41670   4.61598
         8         2   4.78659   3.75404   4.78659   3.75404
         8         3   4.39967   4.39967   2.00057   2.00057   4.39967   4.39967
