         0         3   4.07835   4.69113   2.71085   1.85426   4.25397   4.07835   1.85427   2.96851   4.69113   4.25397
         0         4   4.25397   4.69113   2.96851   1.85427   4.07835   4.25397   1.85426   2.71085   4.69113   4.07835
         0         5   4.39060   3.54383   4.94050   4.94050   3.54383   3.88900   3.88900   3.54383   4.94050   4.94050   3.54383   4.39060
         1         3   4.39015   3.54228   4.94234   4.93866   3.54228   3.89133   3.88667   3.54539   4.94234   4.93866   3.54539   4.39105
         1         4   4.10173   4.69813   2.74590   1.87188   4.24692   4.10173   1.87188   2.95840   4.69812   4.24692
         1         5   4.25438   4.69075   2.96910   1.85329   4.07704   4.25438   1.85329   2.70888   4.69075   4.07703
         2         3   4.24692   4.69812   2.95840   1.87188   4.10173   4.24692   1.87188   2.74590   4.69813   4.10173
         2         4   4.39105   3.54539   4.93866   4.94234   3.54539   3.88667   3.89133   3.54228   4.93866   4.94234   3.54228   4.39015
         2         5   4.07703   4.69075   2.70888   1.85329   4.25438   4.07704   1.85329   2.96910   4.69075   4.25438
         3         0   4.25397   4.69113   2.96851   1.85427   4.07835   4.25397   1.85426   2.71085   4.69113   4.07835
         3         1   4.39105   3.54539   4.93866   4.94234   3.54539   3.88667   3.89133   3.54228   4.93866   4.94234   3.54228   4.39015
         3         2   4.10173   4.69813   2.74590   1.87188   4.24692   4.10173   1.87188   2.95840   4.69812   4.24692
         4         0   4.07835   4.69113   2.71085   1.85426   4.25397   4.07835   1.85427   2.96851   4.69113   4.25397
         4         1   4.24692   4.69812   2.95840   1.87188   4.10173   4.24692   1.87188   2.74590   4.69813   4.10173
         4         2   4.39015   3.54228   4.94234   4.93866   3.54228   3.89133   3.88667   3.54539   4.94234   4.93866   3.54539   4.39105
         5         0   4.39060   3.54383   4.94050   4.94050   3.54383   3.88900   3.88900   3.54383   4.94050   4.94050   3.54383   4.39060
         5         1   4.07703   4.69075   2.70888   1.85329   4.25438   4.07704   1.85329   2.96910   4.69075   4.25438
         5         2   4.25438   4.69075   2.96910   1.85329   4.07704   4.25438   1.85329   2.70888   4.69075   4.07703
