         0         4   2.77424   2.77424   2.77424   2.77424
         0         5   4.98142   4.98142   3.08216   3.08216   4.98142   4.98142
         0         6   4.98142   4.98142   3.08216   3.08216   4.98142   4.98142
         0         7   4.98955   3.07000   4.98955   4.98955   3.07000   4.98955
         0         8   4.98955   3.07000   4.98955   4.98955   3.07000   4.98955
         1         4   4.69087   4.69087   4.69087   4.69087   4.69087   4.69087   4.69087   4.69087
         1         5   4.60097   4.60097   2.41951   2.41951   4.60097   4.60097
         1         6   4.60097   4.60097   2.41951   2.41951   4.60097   4.60097
         1         7   4.61597   2.41588   4.61597   4.61597   2.41588   4.61597
         1         8   4.61597   2.41588   4.61597   4.61597   2.41588   4.61597
         2         4   4.39356   4.41126   1.99713   4.41126   4.39356
         2         5   4.40918   1.99252   4.40918   4.40918   1.99252   4.40918
         2         6   3.74643   4.78836   3.74643   4.78836
         2         7   4.39526   4.39526   2.00087   2.00087   4.39526   4.39526
         2         8   3.75807   4.78553   3.75807   4.78553
         3         4   4.39356   4.41126   1.99713   4.41126   4.39356
         3         5   4.78836   3.74643   4.78836   3.74643
         3         6   4.40918   1.99252   4.40918   4.40918   1.99252   4.40918
         3         7   4.78553   3.75807   4.78553   3.75807
         3         8   4.39526   4.39526   2.00087   2.00087   4.39526   4.39526
         4         0   2.77424   2.77424   2.77424   2.77424
         4         1   4.69087   4.69087   4.69087   4.69087   4.69087   4.69087   4.69087   4.69087
         4         2   4.39356   4.41126   1.99713   4.41126   4.39356
         4         3   4.39356   4.41126   1.99713   4.41126   4.39356
         5         0   4.98142   4.98142   3.08216   3.08216   4.98142   4.98142
         5         1   4.60097   4.60097   2.41951   2.41951   4.60097   4.60097
         5         2   4.40918   1.99252   4.40918   4.40918   1.99252   4.40918
         5         3   3.74643   4.78836   3.74643   4.78836
         6         0   4.98142   4.98142   3.08216   3.08216   4.98142   4.98142
         6         1   4.60097   4.60097   2.41951   2.41951   4.60097   4.60097
         6         2   4.78836   3.74643   4.78836   3.74643
         6         3   4.40918   1.99252   4.40918   4.40918   1.99252   4.40918
         7         0   4.98955   3.07000   4.98955   4.98955   3.07000   4.98955
         7         1   4.61597   2.41588   4.61597   4.61597   2.41588   4.61597
         7         2   4.39526   4.39526   2.00087   2.00087   4.39526   4.39526
         7         3   3.75807   4.78553   3.75807   4.78553
         8         0   4.98955   3.07000   4.98955   4.98955   3.07000   4.98955
         8         1   4.61597   2.41588   4.61597   4.61597   2.41588   4.61597
         8         2   4.78553   3.75807   4.78553   3.75807
         8         3   4.39526   4.39526   2.00087   2.00087   4.39526   4.39526
