 5.39  0  0  8.988907505741572e-16  14.68  0  3.453503973595536e-16  0.0  5.64 
5
0 16  1.2397000000000007  12.81564  1.2520799999999994 
0 17  3.9347000000000003  5.91604  1.2520799999999994 
0 18  3.9346999999999994  5.475639999999999  -1.5679200000000002 
0 19  1.2396999999999996  -1.4239600000000001  -1.5679200000000002 
0 20  3.9346999999999994  -1.4239600000000001  -1.5679200000000002 
0 21  1.2397  5.475639999999999  -1.5679200000000002 
0 22  1.2397000000000002  5.91604  1.2520799999999994 
0 23  3.9347000000000003  12.81564  1.2520799999999994 
0 24  2.5871999999999997  0.3082800000000001  0.1522800000000002 
0 25  -0.10779999999999962  3.7433999999999994  2.3518799999999995 
0 26  2.5872  7.648279999999999  -0.4681200000000003 
0 27  -0.10779999999999947  11.083400000000001  -2.66772 
0 28  2.5872000000000006  11.083400000000001  -0.4681200000000003 
0 29  -0.10779999999999969  7.648279999999999  -2.66772 
0 30  2.5872  3.7433999999999994  0.1522800000000002 
0 31  -0.10779999999999983  0.3082800000000001  2.3518799999999995 
0 32  4.581499999999999  2.0258399999999996  -0.9644400000000002 
0 33  1.8864999999999998  2.0258399999999996  -2.1714 
0 34  0.5929000000000006  9.36584  0.6485999999999996 
0 35  3.287900000000001  9.36584  1.8555599999999997 
1 16  -1.4552999999999998  8.763959999999999  -1.2520800000000003 
1 17  1.2396999999999996  1.8643599999999996  -1.2520800000000003 
1 18  1.2396999999999987  1.4239599999999992  -4.07208 
1 19  -1.455300000000001  -5.47564  -4.07208 
1 20  1.2396999999999987  -5.47564  -4.07208 
1 21  -1.4553000000000005  1.4239599999999992  -4.07208 
1 22  -1.4553000000000003  1.8643599999999996  -1.2520800000000003 
1 23  1.2396999999999996  8.763959999999999  -1.2520800000000003 
1 24  -0.107800000000001  -3.7434000000000003  -2.3518799999999995 
1 25  -2.8028000000000004  -0.3082800000000008  -0.1522800000000002 
1 26  -0.10780000000000056  3.5965999999999987  -2.97228 
1 27  -2.8028  7.03172  -5.17188 
1 28  -0.10780000000000012  7.03172  -2.97228 
1 29  -2.8028000000000004  3.5965999999999987  -5.17188 
1 30  -0.10780000000000056  -0.3082800000000008  -2.3518799999999995 
1 31  -2.8028000000000004  -3.7434000000000003  -0.1522800000000002 
1 32  1.8864999999999985  -2.0258400000000005  -3.4686 
1 33  -0.8085000000000007  -2.0258400000000005  -4.67556 
1 34  -2.1021  5.314159999999999  -1.85556 
1 35  0.5929000000000002  5.314159999999999  -0.6486000000000001 
2 16  -3.9346999999999994  5.47564  1.56792 
2 17  -1.2397  -1.4239599999999992  1.56792 
2 18  -1.239700000000001  -1.8643599999999996  -1.2520799999999996 
2 19  -3.9347000000000003  -8.763959999999999  -1.2520799999999996 
2 20  -1.239700000000001  -8.763959999999999  -1.2520799999999996 
2 21  -3.9347000000000003  -1.8643599999999996  -1.2520799999999996 
2 22  -3.9347  -1.4239599999999992  1.56792 
2 23  -1.2397  5.47564  1.56792 
2 24  -2.5872000000000006  -7.031719999999999  0.46812000000000076 
2 25  -5.2822  -3.5965999999999996  2.66772 
2 26  -2.5872  0.3082799999999999  -0.15227999999999975 
2 27  -5.2822  3.743400000000001  -2.3518799999999995 
2 28  -2.5871999999999997  3.743400000000001  -0.15227999999999975 
