         0         4   4.79737   4.79737   4.79737   4.79737   2.14545   2.14545   4.79737   4.79737   4.79737   4.79737
         0         5   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737
         0         6   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737
         0         7   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603
         1         4   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737
         1         5   4.79737   4.79737   4.79737   4.79737   2.14545   2.14545   4.79737   4.79737   4.79737   4.79737
         1         6   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603
         1         7   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737
         2         4   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737
         2         5   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603
         2         6   4.79737   4.79737   4.79737   4.79737   2.14545   2.14545   4.79737   4.79737   4.79737   4.79737
         2         7   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737
         3         4   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603
         3         5   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737
         3         6   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737
         3         7   4.79737   4.79737   4.79737   4.79737   2.14545   2.14545   4.79737   4.79737   4.79737   4.79737
         4         0   4.79737   4.79737   4.79737   4.79737   2.14545   2.14545   4.79737   4.79737   4.79737   4.79737
         4         1   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737
         4         2   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737
         4         3   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603
         5         0   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737
         5         1   4.79737   4.79737   4.79737   4.79737   2.14545   2.14545   4.79737   4.79737   4.79737   4.79737
         5         2   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603
         5         3   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737
         6         0   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737
         6         1   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603
         6         2   4.79737   4.79737   4.79737   4.79737   2.14545   2.14545   4.79737   4.79737   4.79737   4.79737
         6         3   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737
         7         0   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603   3.71603
         7         1   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737
         7         2   4.79737   4.79737   4.79737   2.14545   4.79737   4.79737   2.14545   4.79737   4.79737   4.79737
         7         3   4.79737   4.79737   4.79737   4.79737   2.14545   2.14545   4.79737   4.79737   4.79737   4.79737
