         0         8   3.76868   2.12525   4.55039
         0         9   4.40695   4.12549   1.93670
         0        10   2.09569   4.67304
         0        11   2.10776   3.59991   4.67846
         0        12   4.96603   1.92872   3.41046
         0        13   4.11559   3.36777   4.98491   4.38784
         0        14   4.69550   4.69467   3.58852
         0        15   4.98667   3.40444   4.61264
         0        16   4.72413   4.56374   3.79554   3.59394
         0        17   4.73033   3.80325   4.51651
         0        18   4.15218   4.65305   4.36672
         0        19   4.62154   1.97818
         1         8   3.76868   4.55039   2.12525
         1         9   4.40695   1.93670   4.12549
         1        10   3.59991   2.10776   4.67846
         1        11   2.09569   4.67304
         1        12   3.36777   4.11559   4.38784   4.98491
         1        13   1.92872   4.96603   3.41046
         1        14   3.58852   4.69467   4.69550
         1        15   3.40444   4.61264   4.98667
         1        16   4.51651   4.73033   3.80325
         1        17   4.56374   4.72413   3.59394   3.79554
         1        18   4.62154   1.97818
         1        19   4.36672   4.65305   4.15218
         2         8   1.93670   4.12549   4.40695
         2         9   4.55039   2.12525   3.76868
         2        10   3.41046   1.92872   4.96603
         2        11   4.38784   4.98491   3.36777   4.11559
         2        12   4.67304   2.09569
         2        13   4.67846   3.59991   2.10776
         2        14   4.61264   3.40444   4.98667
         2        15   3.58852   4.69467   4.69550
         2        16   4.36672   4.65305   4.15218
         2        17   1.97818   4.62154
         2        18   3.59394   3.79554   4.56374   4.72413
         2        19   4.51651   3.80325   4.73033
         3         8   4.12549   1.93670   4.40695
         3         9   2.12525   4.55039   3.76868
         3        10   4.98491   4.38784   4.11559   3.36777
         3        11   3.41046   4.96603   1.92872
         3        12   4.67846   2.10776   3.59991
         3        13   4.67304   2.09569
         3        14   4.98667   4.61264   3.40444
         3        15   4.69550   4.69467   3.58852
         3        16   1.97818   4.62154
         3        17   4.15218   4.65305   4.36672
         3        18   3.80325   4.73033   4.51651
         3        19   3.79554   3.59394   4.72413   4.56374
         4         8   4.69550   4.69467   3.58852
         4         9   4.98667   3.40444   4.61264
         4        10   4.72413   4.56374   3.79554   3.59394
         4        11   4.73033   3.80325   4.51651
         4        12   4.15218   4.65305   4.36672
         4        13   4.62154   1.97818
         4        14   3.76868   2.12525   4.55039
         4        15   4.40695   4.12549   1.93670
         4        16   2.09569   4.67304
         4        17   2.10776   3.59991   4.67846
         4        18   4.96603   1.92872   3.41046
         4        19   4.11559   3.36777   4.98491   4.38784
         5         8   3.58852   4.69467   4.69550
         5         9   3.40444   4.61264   4.98667
         5        10   4.51651   4.73033   3.80325
         5        11   4.56374   4.72413   3.59394   3.79554
         5        12   4.62154   1.97818
         5        13   4.36672   4.65305   4.15218
         5        14   3.76868   4.55039   2.12525
         5        15   4.40695   1.93670   4.12549
         5        16   3.59991   2.10776   4.67846
         5        17   2.09569   4.67304
         5        18   3.36777   4.11559   4.38784   4.98491
         5        19   1.92872   4.96603   3.41046
         6         8   4.61264   3.40444   4.98667
         6         9   3.58852   4.69467   4.69550
         6        10   4.36672   4.65305   4.15218
         6        11   1.97818   4.62154
         6        12   3.59394   3.79554   4.56374   4.72413
         6        13   4.51651   3.80325   4.73033
         6        14   1.93670   4.12549   4.40695
         6        15   4.55039   2.12525   3.76868
         6        16   3.41046   1.92872   4.96603
         6        17   4.38784   4.98491   3.36777   4.11559
         6        18   4.67304   2.09569
         6        19   4.67846   3.59991   2.10776
         7         8   4.98667   4.61264   3.40444
         7         9   4.69550   4.69467   3.58852
         7        10   1.97818   4.62154
         7        11   4.15218   4.65305   4.36672
         7        12   3.80325   4.73033   4.51651
         7        13   3.79554   3.59394   4.72413   4.56374
         7        14   4.12549   1.93670   4.40695
         7        15   2.12525   4.55039   3.76868
         7        16   4.98491   4.38784   4.11559   3.36777
         7        17   3.41046   4.96603   1.92872
         7        18   4.67846   2.10776   3.59991
         7        19   4.67304   2.09569
         8         0   4.55039   2.12525   3.76868
         8         1   2.12525   4.55039   3.76868
         8         2   4.40695   4.12549   1.93670
         8         3   4.40695   1.93670   4.12549
         8         4   3.58852   4.69467   4.69550
         8         5   4.69550   4.69467   3.58852
         8         6   4.98667   3.40444   4.61264
         8         7   3.40444   4.61264   4.98667
         9         0   1.93670   4.12549   4.40695
         9         1   4.12549   1.93670   4.40695
         9         2   3.76868   2.12525   4.55039
         9         3   3.76868   4.55039   2.12525
         9         4   4.61264   3.40444   4.98667
         9         5   4.98667   4.61264   3.40444
         9         6   4.69550   4.69467   3.58852
         9         7   3.58852   4.69467   4.69550
        10         0   4.67304   2.09569
        10         1   4.67846   2.10776   3.59991
        10         2   4.96603   1.92872   3.41046
        10         3   3.36777   4.11559   4.38784   4.98491
        10         4   3.59394   3.79554   4.56374   4.72413
        10         5   3.80325   4.73033   4.51651
        10         6   4.15218   4.65305   4.36672
        10         7   4.62154   1.97818
        11         0   4.67846   3.59991   2.10776
        11         1   4.67304   2.09569
        11         2   4.11559   3.36777   4.98491   4.38784
        11         3   1.92872   4.96603   3.41046
        11         4   4.51651   3.80325   4.73033
        11         5   3.79554   3.59394   4.72413   4.56374
        11         6   4.62154   1.97818
        11         7   4.36672   4.65305   4.15218
        12         0   3.41046   1.92872   4.96603
        12         1   4.98491   4.38784   4.11559   3.36777
        12         2   2.09569   4.67304
        12         3   3.59991   2.10776   4.67846
        12         4   4.36672   4.65305   4.15218
        12         5   1.97818   4.62154
        12         6   4.72413   4.56374   3.79554   3.59394
        12         7   4.51651   4.73033   3.80325
        13         0   4.38784   4.98491   3.36777   4.11559
        13         1   3.41046   4.96603   1.92872
        13         2   2.10776   3.59991   4.67846
        13         3   2.09569   4.67304
        13         4   1.97818   4.62154
        13         5   4.15218   4.65305   4.36672
        13         6   4.73033   3.80325   4.51651
        13         7   4.56374   4.72413   3.59394   3.79554
        14         0   3.58852   4.69467   4.69550
