        14         1   4.69550   4.69467   3.58852
        14         2   4.98667   3.40444   4.61264
        14         3   3.40444   4.61264   4.98667
        14         4   4.55039   2.12525   3.76868
        14         5   2.12525   4.55039   3.76868
        14         6   4.40695   4.12549   1.93670
        14         7   4.40695   1.93670   4.12549
        15         0   4.61264   3.40444   4.98667
        15         1   4.98667   4.61264   3.40444
        15         2   4.69550   4.69467   3.58852
        15         3   3.58852   4.69467   4.69550
        15         4   1.93670   4.12549   4.40695
        15         5   4.12549   1.93670   4.40695
        15         6   3.76868   2.12525   4.55039
        15         7   3.76868   4.55039   2.12525
        16         0   3.59394   3.79554   4.56374   4.72413
        16         1   3.80325   4.73033   4.51651
        16         2   4.15218   4.65305   4.36672
        16         3   4.62154   1.97818
        16         4   4.67304   2.09569
        16         5   4.67846   2.10776   3.59991
        16         6   4.96603   1.92872   3.41046
        16         7   3.36777   4.11559   4.38784   4.98491
        17         0   4.51651   3.80325   4.73033
        17         1   3.79554   3.59394   4.72413   4.56374
        17         2   4.62154   1.97818
        17         3   4.36672   4.65305   4.15218
        17         4   4.67846   3.59991   2.10776
        17         5   4.67304   2.09569
        17         6   4.11559   3.36777   4.98491   4.38784
        17         7   1.92872   4.96603   3.41046
        18         0   4.36672   4.65305   4.15218
        18         1   1.97818   4.62154
        18         2   4.72413   4.56374   3.79554   3.59394
        18         3   4.51651   4.73033   3.80325
        18         4   3.41046   1.92872   4.96603
        18         5   4.98491   4.38784   4.11559   3.36777
        18         6   2.09569   4.67304
        18         7   3.59991   2.10776   4.67846
        19         0   1.97818   4.62154
        19         1   4.15218   4.65305   4.36672
        19         2   4.73033   3.80325   4.51651
        19         3   4.56374   4.72413   3.59394   3.79554
        19         4   4.38784   4.98491   3.36777   4.11559
        19         5   3.41046   4.96603   1.92872
        19         6   2.10776   3.59991   4.67846
        19         7   2.09569   4.67304
